label,message,label_id,char_count,word_count,digit_count,has_currency,has_long_number,normalized_message
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,130,14,0,False,False,"v-aluable. a-ffectionate. l-oveable. e-ternal. n-oble. t-ruthful. i-ntimate. n-atural. e-namous. happy ""valentines day"" in advance"
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",0,61,15,0,False,False,"no i'm good for the movie, is it ok if i leave in an hourish?"
ham,Smith waste da.i wanna gayle.,0,29,5,0,False,False,smith waste da.i wanna gayle.
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0,100,20,1,False,False,i lost 4 pounds since my doc visit last week woot woot! now i'm gonna celebrate by stuffing my face!
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0,92,19,0,False,False,love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!
ham,In e msg jus now. U said thanks for gift.,0,41,10,0,False,False,in e msg jus now. u said thanks for gift.
ham,"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",0,126,23,2,False,False,"""boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care & illspeak 2u soonlots of loveme xxxx."""
ham,i can call in  &lt;#&gt;  min if thats ok,0,41,9,0,False,False,i can call in &lt;#&gt; min if thats ok
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0,130,25,0,False,False,the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.
ham, and  picking them up from various points,0,41,7,0,False,False,and picking them up from various points
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,101,22,0,False,False,no you'll just get a headache trying to figure it out. u can trust me to do the math. i promise. o:-)
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,88,18,0,False,False,stop the story. i've told him i've returned it and he's saying i should not re order it.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,109,22,8,False,True,yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.
ham,"I think your mentor is , but not 100 percent sure.",0,50,11,3,False,False,"i think your mentor is , but not 100 percent sure."
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1,128,18,26,False,True,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points. to claim call 08719181259 identifier code: xxxxx expires 26.03.05
ham,WOT U WANNA DO THEN MISSY?,0,26,6,0,False,False,wot u wanna do then missy?
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,85,18,0,False,False,anyway i'm going shopping on my own now. cos my sis not done yet. dun disturb u liao.
ham,Lara said she can loan me  &lt;#&gt; .,0,38,8,0,False,False,lara said she can loan me &lt;#&gt; .
ham,What time do u get out?,0,23,6,0,False,False,what time do u get out?
ham,I am in tirupur.  call you da.,0,30,7,0,False,False,i am in tirupur. call you da.
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0,142,29,1,False,False,"hello. no news on job, they are making me wait a fifth week! yeah im up for some woozles and weasels... in exeter still, but be home about 3."
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,588,125,2,False,False,"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
ham,Many times we lose our best ones bcoz we are ,0,45,10,0,False,False,many times we lose our best ones bcoz we are
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,192,35,0,False,False,no. it's not pride. i'm almost &lt;#&gt; years old and shouldn't be takin money from my kid. you're not supposed to have to deal with this stuff. this is grownup stuff--why i don't tell you.
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0,78,10,7,True,False,hmm...bad news...hype park plaza $700 studio taken...only left 2 bedrm-$900...
ham,"That's good, because I need drugs",0,33,6,0,False,False,"that's good, because i need drugs"
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,134,25,17,False,True,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,167,19,0,False,False,hcl chennai requires freshers for voice process.excellent english needed.salary upto &lt;#&gt; .call ms.suman &lt;#&gt; for telephonic interview -via indyarocks.com
ham,Lol ... I knew that .... I saw him in the dollar store,0,54,13,0,False,False,lol ... i knew that .... i saw him in the dollar store
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,0,59,8,0,False,False,happy birthday to you....dear.with lots of love.rakhesh nri
ham,I remain unconvinced that this isn't an elaborate test of my willpower,0,70,12,0,False,False,i remain unconvinced that this isn't an elaborate test of my willpower
ham,Super msg da:)nalla timing.,0,27,4,0,False,False,super msg da:)nalla timing.
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0,155,41,12,False,False,"k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,Me n him so funny...,0,20,5,0,False,False,me n him so funny...
ham,Tell rob to mack his gf in the theater,0,38,9,0,False,False,tell rob to mack his gf in the theater
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0,235,46,1,False,False,uncle boye. i need movies oh. guide me. plus you know torrents are not particularly legal here. and the system is slowing down. what should i do. have a gr8 day. plus have you started cos i dont meet you online. how was the honey moon.
ham,Thanks for this hope you had a good day today,0,45,10,0,False,False,thanks for this hope you had a good day today
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0,85,18,0,True,False,"i got like $ &lt;#&gt; , i can get some more later though. get whatever you feel like"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,154,32,4,False,False,"ok. can be later showing around 8-8:30 if you want + cld have drink before. wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Serious? What like proper tongued her,0,37,6,0,False,False,serious? what like proper tongued her
ham,Wat's da model num of ur phone?,0,31,7,0,False,False,wat's da model num of ur phone?
ham,Dare i ask... Any luck with sorting out the car?,0,48,10,0,False,False,dare i ask... any luck with sorting out the car?
ham,"Sounds good, keep me posted",0,27,5,0,False,False,"sounds good, keep me posted"
ham,"Ah, well that confuses things, doesn‘t it?",0,42,7,0,False,False,"ah, well that confuses things, doesn‘t it?"
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,152,32,0,False,False,hello handsome ! are you finding that job ? not being lazy ? working towards getting back that net for mummy ? where's my boytoy now ? does he miss me ?
ham,Yeah I'll try to scrounge something up,0,38,7,0,False,False,yeah i'll try to scrounge something up
ham,She's borderline but yeah whatever.,0,35,5,0,False,False,she's borderline but yeah whatever.
ham,Thats cool. i liked your photos. You are very sexy!,0,51,10,0,False,False,thats cool. i liked your photos. you are very sexy!
ham,U dun say so early hor... U c already then say...,0,49,11,0,False,False,u dun say so early hor... u c already then say...
ham,I'm home. Ard wat time will u reach?,0,36,8,0,False,False,i'm home. ard wat time will u reach?
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,0,65,13,0,False,False,hello- thanx for taking that call. i got a job! starts on monday!
ham,"Looks like you found something to do other than smoke, great job!",0,65,12,0,False,False,"looks like you found something to do other than smoke, great job!"
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,0,74,18,1,False,False,aiyar hard 2 type. u later free then tell me then i call n scold n tell u.
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,82,15,0,False,False,realy sorry-i don't recognise this number and am now confused :) who r u please?!
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",0,89,15,0,False,False,"sorry, i'll call later in meeting any thing related to trade please call arul. &lt;#&gt;"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0,100,18,0,False,False,call to the number which is available in appointment. and ask to connect the call to waheed fathima.
ham,Pls i wont belive god.not only jesus.,0,37,7,0,False,False,pls i wont belive god.not only jesus.
ham,Anything lor but toa payoh got place 2 walk meh...,0,50,10,1,False,False,anything lor but toa payoh got place 2 walk meh...
ham,If You mean the website. Yes.,0,29,6,0,False,False,if you mean the website. yes.
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,161,27,24,False,True,okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0,180,26,0,False,False,for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt; petrol-rs. &lt;#&gt; beer-rs. &lt;#&gt; shesil &lt;#&gt;
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0,151,32,0,False,False,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. our total order is a quarter, you got enough?"
ham,Wake me up at  &lt;#&gt;  am morning:),0,38,7,0,False,False,wake me up at &lt;#&gt; am morning:)
ham,Hey tmr meet at bugis 930 ?,0,27,7,3,False,False,hey tmr meet at bugis 930 ?
ham,Lol ok. I'll snatch her purse too.,0,34,7,0,False,False,lol ok. i'll snatch her purse too.
ham,No plm i will come da. On the way.,0,34,9,0,False,False,no plm i will come da. on the way.
ham,I am in hospital da. . I will return home in evening,0,52,12,0,False,False,i am in hospital da. . i will return home in evening
ham,S...i will take mokka players only:),0,36,6,0,False,False,s...i will take mokka players only:)
ham,"Haha awesome, omw back now then",0,31,6,0,False,False,"haha awesome, omw back now then"
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0,91,17,1,False,False,not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0,158,35,0,False,False,"mmmmm ... i loved waking to your words this morning ! i miss you too, my love. i hope your day goes well and you are happy. i wait for us to be together again"
ham,Do u still have plumbers tape and a wrench we could borrow?,0,59,12,0,False,False,do u still have plumbers tape and a wrench we could borrow?
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0,66,12,0,False,False,we don call like &lt;#&gt; times oh. no give us hypertension oh.
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,0,107,20,0,False,False,cheers for the message zogtorius. ive been staring at my phone for an age deciding whether to text or not.
ham,I am going to sleep. I am tired of travel.,0,42,10,0,False,False,i am going to sleep. i am tired of travel.
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0,75,17,7,False,False,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630
ham,(You didn't hear it from me),0,28,6,0,False,False,(you didn't hear it from me)
ham,LMAO where's your fish memory when I need it?,0,45,9,0,False,False,lmao where's your fish memory when i need it?
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0,195,39,2,False,False,sorry to be a pain. is it ok if we meet another night? i spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. sorry.
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",0,70,12,1,False,False,"hello, as per request from &lt;#&gt; rs.5 has been transfered to you"
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,139,26,17,True,True,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,0,63,14,0,False,False,ha ha - had popped down to the loo when you hello-ed me. hello!
ham,Er yep sure. Props?,0,19,4,0,False,False,er yep sure. props?
ham,You made my day. Do have a great day too.,0,41,10,0,False,False,you made my day. do have a great day too.
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,110,23,0,False,False,what's up my own oga. left my phone at home and just saw ur messages. hope you are good. have a great weekend.
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1,157,22,6,False,False,important information 4 orange user 0796xxxxxx. today is ur lucky day!2 find out why log onto http://www.urawinner.com there's a fantastic prizeawaiting you!
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1,132,28,8,True,True,"ur balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!"
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0,149,36,0,False,False,"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?"
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0,122,22,0,False,False,"my painful personal thought- ""i always try to keep everybody happy all the time. but nobody recognises me when i am alone"""
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0,76,17,3,False,False,i'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Lol no ouch but wish i'd stayed out a bit longer,0,48,11,0,False,False,lol no ouch but wish i'd stayed out a bit longer
ham,Hi! This is Roger from CL. How are you?,0,39,9,0,False,False,hi! this is roger from cl. how are you?
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0,95,19,0,False,False,wow so healthy. old airport rd lor. cant thk of anything else. but i'll b bathing my dog later.
ham,In meeting da. I will call you,0,30,7,0,False,False,in meeting da. i will call you
ham,Oh you got many responsibilities.,0,33,5,0,False,False,oh you got many responsibilities.
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0,287,60,0,False,False,"so you think i should actually talk to him? not call his boss in the morning? i went to this place last year and he told me where i could go and get my car fixed cheaper. he kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,Lol yeah at this point I guess not,0,34,8,0,False,False,lol yeah at this point i guess not
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,0,85,17,0,False,False,lol they don't know about my awesome phone. i could click delete right now if i want.
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0,112,21,0,False,False,ha... then we must walk to everywhere... cannot take tram. my cousin said can walk to vic market from our hotel
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0,79,13,0,False,False,badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,"K, if u bored up just come to my home..",0,39,10,0,False,False,"k, if u bored up just come to my home.."
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",0,153,29,0,False,False,"we spend our days waiting for the ideal path to appear in front of us.. but what we forget is.. ""paths are made by walking.. not by waiting.."" goodnight!"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,72,10,2,False,False,are you unique enough? find out from 30th august. www.areyouunique.co.uk
ham,I want to see your pretty pussy...,0,34,7,0,False,False,i want to see your pretty pussy...
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,154,27,25,False,True,big brother alert! the computer has selected u for 10k cash or #150 voucher. call 09064018838. ntt po box cro1327 18+ bt landline cost 150ppm mobiles vary
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0,237,49,3,False,False,i bought the test yesterday. its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. but pls pls dont fret. i know u r worried. pls relax. also is there anything in ur past history u need to tell me?
ham,Should i send you naughty pix? :),0,33,7,0,False,False,should i send you naughty pix? :)
ham,Ok lor wat time ü finish?,0,25,6,0,False,False,ok lor wat time ü finish?
ham,How are you enjoying this semester? Take care brother.,0,54,9,0,False,False,how are you enjoying this semester? take care brother.
ham,Really dun bluff me leh... U sleep early too. Nite...,0,53,10,0,False,False,really dun bluff me leh... u sleep early too. nite...
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0,113,17,0,False,False,s...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,107,22,0,False,False,"anyway i don't think i can secure anything up here, lemme know if you want me to drive down south and chill"
ham,Oh just getting even with u.... u?,0,34,7,0,False,False,oh just getting even with u.... u?
ham,I'm in office now da:)where are you?,0,36,7,0,False,False,i'm in office now da:)where are you?
ham,Nan sonathaya soladha. Why boss?,0,32,5,0,False,False,nan sonathaya soladha. why boss?
ham,Its good to hear from you,0,25,6,0,False,False,its good to hear from you
ham,K..u also dont msg or reply to his msg..,0,40,9,0,False,False,k..u also dont msg or reply to his msg..
ham,Yo sorry was in the shower sup,0,30,7,0,False,False,yo sorry was in the shower sup
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0,159,33,0,False,False,crazy ar he's married. ü like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,102,18,2,False,False,"do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,Gudnite....tc...practice going on,0,33,3,0,False,False,gudnite....tc...practice going on
ham,Also that chat was awesome but don't make it regular unless you can see her in person,0,85,17,0,False,False,also that chat was awesome but don't make it regular unless you can see her in person
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,111,22,0,False,False,it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.
ham,Pls pls find out from aunt nike.,0,32,7,0,False,False,pls pls find out from aunt nike.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0,91,19,0,False,False,"i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too"
ham,Dont kick coco when he's down,0,29,6,0,False,False,dont kick coco when he's down
ham,"Almost there, see u in a sec",0,28,7,0,False,False,"almost there, see u in a sec"
ham,Fine i miss you very much.,0,26,6,0,False,False,fine i miss you very much.
ham,Hmmm:)how many players selected?,0,32,4,0,False,False,hmmm:)how many players selected?
ham,Near kalainar tv office.thenampet,0,33,4,0,False,False,near kalainar tv office.thenampet
ham,K.k:)apo k.good movie.,0,22,3,0,False,False,k.k:)apo k.good movie.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,132,24,12,False,True,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094594
ham,"I'm a guy, browsin is compulsory",0,32,6,0,False,False,"i'm a guy, browsin is compulsory"
ham,If india win or level series means this is record:),0,51,10,0,False,False,if india win or level series means this is record:)
ham,"Come to me right now, Ahmad",0,27,6,0,False,False,"come to me right now, ahmad"
ham,In work now. Going have in few min.,0,35,8,0,False,False,in work now. going have in few min.
ham,How did you find out in a way that didn't include all of these details,0,70,15,0,False,False,how did you find out in a way that didn't include all of these details
ham,"Tick, tick, tick ... Babe",0,25,5,0,False,False,"tick, tick, tick ... babe"
ham,Surely result will offer:),0,26,4,0,False,False,surely result will offer:)
ham,How much you got for cleaning,0,29,6,0,False,False,how much you got for cleaning
ham,I love to cuddle! I want to hold you in my strong arms right now...,0,67,15,0,False,False,i love to cuddle! i want to hold you in my strong arms right now...
ham,Wat ü doing now?,0,16,4,0,False,False,wat ü doing now?
ham,"Oh, then your phone phoned me but it disconnected",0,49,9,0,False,False,"oh, then your phone phoned me but it disconnected"
ham,So can collect ur laptop?,0,25,5,0,False,False,so can collect ur laptop?
ham,Oh god i am happy to see your message after 3 days,0,50,12,1,False,False,oh god i am happy to see your message after 3 days
ham,Huh so early.. Then ü having dinner outside izzit?,0,50,9,0,False,False,huh so early.. then ü having dinner outside izzit?
ham,S:)but he had some luck.2 catches put down:),0,44,8,1,False,False,s:)but he had some luck.2 catches put down:)
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,0,62,12,0,False,False,ü mean it's confirmed... i tot they juz say oni... ok then...
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,32,1,False,False,"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched..."
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,155,24,1,False,False,"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word out"
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0,134,32,0,False,False,did you catch the bus ? are you frying an egg ? did you make a tea? are you eating your mom's left over dinner ? do you feel my love ?
ham,Somebody set up a website where you can play hold em using eve online spacebucks,0,80,15,0,False,False,somebody set up a website where you can play hold em using eve online spacebucks
ham,Might ax well im there.,0,23,5,0,False,False,might ax well im there.
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,131,25,2,False,False,"oh yeah,and hav a great time in newquay-send me a postcard !1 look after all the girls while im gone(u know the 1im talkin bout!)xx"
ham,Cancel cheyyamo?and get some money back?,0,40,6,0,False,False,cancel cheyyamo?and get some money back?
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0,76,15,2,False,False,"hi hope u get this txt~journey hasnt been gd,now about 50 mins late i think."
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,156,26,5,False,False,"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow"
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0,89,20,0,False,False,all boys made fun of me today. ok i have no problem. i just sent one message just for fun
ham,Wish u many many returns of the day.. Happy birthday vikky..,0,60,11,0,False,False,wish u many many returns of the day.. happy birthday vikky..
ham,He also knows about lunch menu only da. . I know,0,48,11,0,False,False,he also knows about lunch menu only da. . i know
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,1,96,13,7,False,True,a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,458,95,0,False,False,"hey sweet, i was wondering when you had a moment if you might come to me ? i want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? could you tell me how to do that ? or do you know some other way to download big files ? because they can download stuff directly from the internet. any help would be great, my prey ... *teasing kiss*"
ham,No. But we'll do medical missions to nigeria,0,44,8,0,False,False,no. but we'll do medical missions to nigeria
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1,139,30,17,True,True,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. can u 4fil theirs? text cute to 69911(£1.50p. m)
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,0,72,15,0,False,False,its like that hotel dusk game i think. you solve puzzles in a area thing
ham,Black shirt n blue jeans... I thk i c ü...,0,42,10,0,False,False,black shirt n blue jeans... i thk i c ü...
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,119,26,0,False,False,u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.
ham,Have you been practising your curtsey?,0,38,6,0,False,False,have you been practising your curtsey?
ham,Well. Im computerless. Time to make some oreo truffles,0,54,9,0,False,False,well. im computerless. time to make some oreo truffles
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,57,13,1,False,False,hi i won't b ard 4 christmas. but do enjoy n merry x'mas.
ham,No..jst change tat only..,0,25,4,0,False,False,no..jst change tat only..
ham,We are okay. Going to sleep now. Later,0,38,8,0,False,False,we are okay. going to sleep now. later
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0,83,19,0,False,False,no i'm in the same boat. still here at my moms. check me out on yo. i'm half naked.
ham,"Sorry, I'll call later in meeting.",0,34,6,0,False,False,"sorry, i'll call later in meeting."
ham,K..give back my thanks.,0,23,4,0,False,False,k..give back my thanks.
ham,I have to take exam with in march 3,0,35,9,1,False,False,i have to take exam with in march 3
ham,Just wanted to say holy shit you guys weren't kidding about this bud,0,68,13,0,False,False,just wanted to say holy shit you guys weren't kidding about this bud
ham,These won't do. Have to move on to morphine,0,43,9,0,False,False,these won't do. have to move on to morphine
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",0,132,23,0,False,False,"a cute thought for friendship: ""its not necessary to share every secret with ur close frnd, but watever u shared should be true""...."
